question,answer,original_question,original_answer,quality_score_q,quality_score_a,avg_quality,language,category
Kodi ndingapewe bwanji kugwa mu msampha?,"Kubwereka zomwe mungabwezere, werengani mawu, ndipo pewani obwereketsa ndi malonjezo osatheka. [Dzuwa: Chitsogozo cha banki banki]",How can I avoid falling into a debt trap?,"Borrow only what you can repay, read terms, and avoid lenders with unrealistic promises. [Source: Central Bank guidance]",0.4666666666666667,0.8666666666666667,0.6666666666666667,Chichewa,Credit & Loans
Ndi zikalata ziti zomwe zikufunika kuti mutsegule akaunti ya banki yoyambira?,Nthawi zambiri id ndi chitsimikizo cha adilesi; Maakaunti ang'onoang'ono amatha kuvomera zolemba zosavuta. [Source: Wothandizira inshuwaransi],What documents are needed to open a basic bank account?,Typically an ID and proof of address; smaller accounts may accept simpler documentation. [Source: Insurance regulator],0.9400000000000001,0.7375,0.8387500000000001,Chichewa,Banking & Mobile Money
Kodi ndilingalire zochuluka motani kupulumutsa mwezi uliwonse mtsogolo? Ndani angandithandizire ndi izi?,Cholinga chosunga gawo lokhazikika la ndalama; Sungani ndalama ndikuwunika pachaka. [Zogwedetsa: SM Mtsogoleri],How much should I aim to save each month for the future? Who can help me with this?,Aim to save a steady percentage of income; automate savings and review yearly. [Source: SME guides],0.9333333333333333,0.5,0.7166666666666667,Chichewa,Financial Planning & Retirement
Kodi ndimayika bwanji zonena za kutaya mbewu?,Index kapena inshuwaransi yamagulu imatha kukhala yotsika mtengo kwa alimi ang'onoang'ono; Onani zoyambitsa ndi zopereka malamulo. [Zoyambitsa: Reserve banki of Malawi],How do I file a claim for crop loss?,Index or group insurance can be affordable for small farmers; check triggers and claim rules. [Source: Reserve Bank of Malawi],0.5333333333333333,0.91,0.7216666666666667,Chichewa,Insurance & Risk
Kodi kutsimikizika kwa zinthu ziwiri ndi chiyani ndikugwiritsa ntchito? Kodi izi zikupezeka kumidzi?,Awiri-amawonjezera owonjezera owonjezera (code kapena biometric) amapangitsa maakaunti kukhala ovuta kwambiri kufikira akuba. [Gwero: GSMA],What is two-factor authentication and why use it? Is this available in rural areas?,Two-factor adds an extra layer (code or biometric) making accounts much harder to access by thieves. [Source: GSMA],0.7538461538461538,0.6666666666666667,0.7102564102564103,Chichewa,Digital Financial Literacy
Ndi mitundu yanji ya inshuwaransi yomwe alimi ang'onoang'ono amakhala? Ndani angandithandizire ndi izi?,Index kapena inshuwaransi yamagulu imatha kukhala yotsika mtengo kwa alimi ang'onoang'ono; Onani zoyambitsa ndi zopereka malamulo. [Gwero: IFID],What kinds of insurance can small farmers get? Who can help me with this?,Index or group insurance can be affordable for small farmers; check triggers and claim rules. [Source: IFAD],0.9076923076923077,0.8588235294117647,0.8832579185520362,Chichewa,Insurance & Risk
Ndi malamulo ati omwe amakhalapo motsutsana ndi ngongole yobisika? Kodi izi zikupezeka kumidzi?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: IFID]",What protections exist against hidden loan charges? Is this available in rural areas?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFAD]",0.46153846153846156,0.32,0.39076923076923076,Chichewa,Consumer Protection & Fraud Awareness
Kodi kuli kotetezeka kuwerengera ndalama zazing'ono mu gulu losunga ndalama? Kodi izi zikupezeka kumidzi?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Zoyambitsa: Reserve banki of Malawi]",Is it safe to invest small amounts in a savings group? Is this available in rural areas?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Reserve Bank of Malawi]",0.6799999999999999,0.5882352941176471,0.6341176470588235,Chichewa,Investing basics
Kodi ndimadziteteza bwanji ku ziphuphu?,"Ngati atapempha ndalama zakutsogolo kapena kwanu, mwina ndi vuto; Tsimikizani kudzera munjira zovomerezeka ndipo musathamangire. [Gwero: IFC]",How do I protect myself from investment scams?,"If an offer asks for money up-front or personal codes, it is likely a scam; verify through official channels and do not rush. [Source: IFC]",0.5499999999999999,0.488,0.5189999999999999,Chichewa,Fraud Prevention & Scams
Kodi ndilingalire zochuluka motani kupulumutsa mwezi uliwonse mtsogolo? Kodi ndingachite bwanji izi zotsika mtengo?,Cholinga chosunga gawo lokhazikika la ndalama; Sungani ndalama ndikuwunika pachaka. [Gwero: banki World],How much should I aim to save each month for the future? How can I do this cheaply?,Aim to save a steady percentage of income; automate savings and review yearly. [Source: World Bank],0.925,0.6525,0.7887500000000001,Chichewa,Financial Planning & Retirement
Kodi zizindikiro zodziwika bwino za tsamba la kukokola ndi chinyengo? Ndani angandithandizire ndi izi?,"Ngati atapempha ndalama zakutsogolo kapena kwanu, mwina ndi vuto; Tsimikizani kudzera munjira zovomerezeka ndipo musathamangire. [Gwero: GSMA]",What are common signs of a phishing website? Who can help me with this?,"If an offer asks for money up-front or personal codes, it is likely a scam; verify through official channels and do not rush. [Source: GSMA]",0.5571428571428572,0.488,0.5225714285714286,Chichewa,Fraud Prevention & Scams
Kodi Maofesi Amafuna Bwanji Kuti Alimi Apeze Zachuma? Ndani angandithandizire ndi izi?,"Makamaka mamembala a Pool kuti mupeze ndalama, zopereka zambiri, komanso mitengo yabwino. [Gwero: banki World]",How can cooperatives help farmers access finance? Who can help me with this?,"Cooperatives pool members to access finance, bulk inputs, and better prices. [Source: World Bank]",0.6363636363636364,0.7428571428571429,0.6896103896103896,Chichewa,Small Business & Farming Finance
Ndi zinthu ziti zomwe ndiyenera kutenga ngati ndalama zanga zam'manja zabedwa? Ndani angandithandizire ndi izi?,Nenani kwa wogwiritsa ntchito mafoni anu ndi banki nthawi yomweyo ndikupereka umboni ngati ma SMS ndi ID. [Gwero: NGO Phunziro lazachuma],What steps should I take if my mobile money is stolen? Who can help me with this?,Report to your mobile operator and bank immediately and provide evidence like SMS and transaction IDs. [Source: NGO financial education],0.9294117647058824,0.6,0.7647058823529411,Chichewa,Fraud Prevention & Scams
Kodi ndimawerenga bwanji mgwirizano wobwereketsa? Kodi izi zikupezeka kumidzi?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Zogwedetsa: SM Mtsogoleri]",How do I read a loan contract properly? Is this available in rural areas?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: SME guides]",0.42857142857142855,0.2625,0.3455357142857143,Chichewa,Consumer Protection & Fraud Awareness
Kodi pali kusiyana kotani pakati pa moyo ndi maliro? Kodi ndingachite bwanji izi zotsika mtengo?,Moyo kapena chivundikiro pamalipiro amalipira anthu otchedwa anthu; Fananizani ndalama ndi zotumphukira. [Dzuwa: Chitsogozo cha banki],What is the difference between life and funeral cover? How can I do this cheaply?,Life or funeral cover pays a benefit to named persons; compare premiums and exclusions. [Source: Bank guidance],0.52,0.6470588235294118,0.5835294117647059,Chichewa,Insurance & Risk
Kodi ndimayika bwanji zonena za kutaya mbewu? Ndani angandithandizire ndi izi?,Index kapena inshuwaransi yamagulu imatha kukhala yotsika mtengo kwa alimi ang'onoang'ono; Onani zoyambitsa ndi zopereka malamulo. [Gwero: IFC],How do I file a claim for crop loss? Who can help me with this?,Index or group insurance can be affordable for small farmers; check triggers and claim rules. [Source: IFC],0.6399999999999999,0.8941176470588235,0.7670588235294117,Chichewa,Insurance & Risk
Ndi mitundu yanji ya inshuwaransi yomwe alimi ang'onoang'ono amakhala? Kodi ndingachite bwanji izi zotsika mtengo?,Index kapena inshuwaransi yamagulu imatha kukhala yotsika mtengo kwa alimi ang'onoang'ono; Onani zoyambitsa ndi zopereka malamulo. [Gwero: Fao],What kinds of insurance can small farmers get? How can I do this cheaply?,Index or group insurance can be affordable for small farmers; check triggers and claim rules. [Source: FAO],0.9076923076923077,0.8941176470588235,0.9009049773755655,Chichewa,Insurance & Risk
Kodi ndimapeza bwanji chitsogozo chaboma pa chindapusa ndi milandu? Kodi ndiyenera kusamalira chiyani?,Yang'anani Authority kapena Ogwiritsa Ntchito chitetezo choteteza boma ndi kudandaula. [Gwero: NGO Phunziro lazachuma],How do I find official guidance on fees and charges? What should I watch out for?,Check the local regulator or consumer protection authority for official guidance and complaint steps. [Source: NGO financial education],0.56,0.7,0.63,Chichewa,Financial Rights & Regulations
Kodi ndikupenda bwanji mkangano ndi banki? Kodi ndingachite bwanji izi zotsika mtengo?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: NGO Phunziro lazachuma]",How do I escalate a dispute with a bank? How can I do this cheaply?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: NGO financial education]",0.9454545454545454,0.3176470588235294,0.6315508021390375,Chichewa,Consumer Protection & Fraud Awareness
Kodi ndalama zotsika kwambiri ndi ziti? Ndani angandithandizire ndi izi?,Zosankha zotsika kwambiri zimaphatikizapo zomangira za boma kapena ndalama zopangidwa; Chongani mwayi ndi zochepa. [Zoyambitsa: IMF],What are low-risk investment options for beginners? Who can help me with this?,Low-risk options include some government bonds or diversified funds; check access and minimums. [Source: IMF],0.32307692307692304,0.52,0.42153846153846153,Chichewa,Investing basics
Zoyenera kuchita ngati ntchito ikundiweruza kuti ndi ndalama zopanda chilungamo?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: GSMA]",What to do if a service charges me unfair fees?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: GSMA]",0.5,0.36,0.43,Chichewa,Consumer Protection & Fraud Awareness
Kodi chiwongola dzanja chimakhudza bwanji ndalama zanga pamwezi? Ndani angandithandizire ndi izi?,Chidwi chapamwamba chimatsikira ndalama zomwe mwezi uliwonse amalipira pamwezi; Sankhani mtengo wotsika kwambiri (yerekezerani apr). [Gwero: CGAPE],How do interest rates affect my monthly payment? Who can help me with this?,Higher interest increases monthly payments; choose the lowest total cost (compare APR). [Source: CGAP],0.8714285714285714,0.7857142857142858,0.8285714285714286,Chichewa,Credit & Loans
Kodi ndalama zam'manja zikuyenda bwanji poyerekeza ndi banki? Kodi ndingachite bwanji izi zotsika mtengo?,Onse akhoza kukhala otetezeka ngati mungateteze pini yanu ndi foni; Banks imatha kupereka chitetezo chokhazikika pomwe ndalama zam'magalimoto ndizosavuta. [Source: Wothandizira inshuwaransi],How secure is mobile money compared to a bank? How can I do this cheaply?,Both can be secure if you protect your PIN and phone; banks may offer deposit protection while mobile money is convenient. [Source: Insurance regulator],0.9142857142857143,0.5785714285714286,0.7464285714285714,Chichewa,Banking & Mobile Money
Kodi ndimadziteteza bwanji ku ziphuphu? Kodi ndiyenera kusamalira chiyani?,"Ngati atapempha ndalama zakutsogolo kapena kwanu, mwina ndi vuto; Tsimikizani kudzera munjira zovomerezeka ndipo musathamangire. [Zoyambitsa: Reserve banki of Malawi]",How do I protect myself from investment scams? What should I watch out for?,"If an offer asks for money up-front or personal codes, it is likely a scam; verify through official channels and do not rush. [Source: Reserve Bank of Malawi]",0.46923076923076923,0.588095238095238,0.5286630036630036,Chichewa,Fraud Prevention & Scams
Kodi pali kusiyana kotani pakati pa ngongole zotetezeka komanso zosavomerezeka? Kodi ndingachite bwanji izi zotsika mtengo?,Ngongole zotetezedwa zimafunikira mndandanda wautali ndipo nthawi zambiri zimakhala ndi mitengo yotsika; Ngongole zosavomerezeka sizifuna cometeral. [Dzuwa: Chitsogozo cha banki],What is the difference between secured and unsecured loans? How can I do this cheaply?,Secured loans need collateral and often have lower rates; unsecured loans do not require collateral but cost more. [Source: Bank guidance],1.0,0.7473684210526317,0.8736842105263158,Chichewa,Credit & Loans
Kodi ndalama zam'manja zikuyenda bwanji poyerekeza ndi banki? Kodi izi zikupezeka kumidzi?,Onse akhoza kukhala otetezeka ngati mungateteze pini yanu ndi foni; Banks imatha kupereka chitetezo chokhazikika pomwe ndalama zam'magalimoto ndizosavuta. [Dzuwa: Malangizo a Telefoni],How secure is mobile money compared to a bank? Is this available in rural areas?,Both can be secure if you protect your PIN and phone; banks may offer deposit protection while mobile money is convenient. [Source: Mobile operator guidance],0.9142857142857143,0.5,0.7071428571428571,Chichewa,Banking & Mobile Money
Zoyenera kuchita ngati ntchito ikundiweruza kuti ndi ndalama zopanda chilungamo? Ndani angandithandizire ndi izi?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Ogwiritsa Ntchito Ogula]",What to do if a service charges me unfair fees? Who can help me with this?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Consumer Protection Authority]",0.6,0.2823529411764706,0.4411764705882353,Chichewa,Consumer Protection & Fraud Awareness
Kodi kugwiritsa ntchito intaneti kuli kotetezeka bwanji? Kodi ndingachite bwanji izi zotsika mtengo?,Pewani zochitika zamalonda pa Wi-Fi; Gwiritsani ntchito deta yam'manja kapena vpn ndikusintha mapulogalamu pafupipafupi. [Source: Wothandizira inshuwaransi],How safe is using public Wi-Fi for banking? How can I do this cheaply?,Avoid sensitive transactions on public Wi-Fi; use mobile data or a VPN and update apps regularly. [Source: Insurance regulator],0.5692307692307692,0.6421052631578947,0.605668016194332,Chichewa,Digital Financial Literacy
Kodi Kukongola Kubwereka Ndi Chiyani? Kodi izi zikupezeka kumidzi?,"Kubwereka zomwe mungabwezere, werengani mawu, ndipo pewani obwereketsa ndi malonjezo osatheka. [Dzuwa: Malangizo a Telefoni]",What is responsible borrowing? Is this available in rural areas?,"Borrow only what you can repay, read terms, and avoid lenders with unrealistic promises. [Source: Mobile operator guidance]",0.9333333333333333,0.8333333333333333,0.8833333333333333,Chichewa,Credit & Loans
Kodi Ndingayambe Bwanji Bajeti Yanyumba? Kodi ndingachite bwanji izi zotsika mtengo?,"Pangani mndandanda wosavuta wa ndalama ndi ndalama zolipirira, ikani zinthu zofunika kwambiri nthawi zonse mukalandira ndalama. [Gwero: GSMA]",How can I start a household budget? How can I do this cheaply?,"Make a simple list of income and expenses, set priorities, and save a small fixed amount every time you receive money. [Source: GSMA ]",0.9400000000000001,0.6818181818181819,0.810909090909091,Chichewa,Budgeting & Saving
Kodi Ndiyenera Kudziwa Zokhudza Mabizinesi Ang'onoang'ono? Kodi ndiyenera kusamalira chiyani?,Microcredit imatha kuthandiza mabizinesi ang'ono koma onani ndalama ndi kubweza mawu mosamala. [Gwero: banki World],What should I know about microcredit for small businesses? What should I watch out for?,Microcredit can help small businesses but check fees and repayment terms carefully. [Source: World Bank],0.55,0.96,0.755,Chichewa,Credit & Loans
Kodi pali kusiyana kotani pakati pa moyo ndi maliro? Kodi izi zikupezeka kumidzi?,Moyo kapena chivundikiro pamalipiro amalipira anthu otchedwa anthu; Fananizani ndalama ndi zotumphukira. [Gwero: IFID],What is the difference between life and funeral cover? Is this available in rural areas?,Life or funeral cover pays a benefit to named persons; compare premiums and exclusions. [Source: IFAD],0.5142857142857142,0.6625000000000001,0.5883928571428572,Chichewa,Insurance & Risk
Kodi ndimakwaniritsa bwanji ndalama zanga zomwe ndalama zimakhala zochepa?,"Phimbani zofunikira (chakudya, nyumba), kenako perekani pangozi zadzidzidzi musanafunike. [Zoyambitsa: IMF]",How do I prioritize my expenses when income is low?,"Cover essentials first (food, housing), then set aside for emergencies before wants. [Source: IMF ]",0.24,0.72,0.48,Chichewa,Budgeting & Saving
Ndi malamulo ati omwe amakhalapo motsutsana ndi ngongole yobisika? Ndani angandithandizire ndi izi?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: banki World]",What protections exist against hidden loan charges? Who can help me with this?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: World Bank]",0.46153846153846156,0.575,0.5182692307692307,Chichewa,Consumer Protection & Fraud Awareness
Ndani amapangira malamulo obanki ndi ufulu wa makasitomala? Kodi ndiyenera kusamalira chiyani?,Yang'anani Authority kapena Ogwiritsa Ntchito chitetezo choteteza boma ndi kudandaula. [Dzuwa: Chitsogozo cha banki],Who enforces banking rules and customer rights? What should I watch out for?,Check the local regulator or consumer protection authority for official guidance and complaint steps. [Source: Bank guidance],0.7230769230769231,0.6823529411764706,0.7027149321266968,Chichewa,Financial Rights & Regulations
Ndi malamulo ati omwe amakhalapo motsutsana ndi ngongole yobisika? Kodi ndingachite bwanji izi zotsika mtengo?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: CGAPE]",What protections exist against hidden loan charges? How can I do this cheaply?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: CGAP]",0.46153846153846156,0.32,0.39076923076923076,Chichewa,Consumer Protection & Fraud Awareness
Kodi ndilingalire zochuluka motani kupulumutsa mwezi uliwonse mtsogolo? Kodi ndiyenera kusamalira chiyani?,Cholinga chosunga gawo lokhazikika la ndalama; Sungani ndalama ndikuwunika pachaka. [Gwero: IFC],How much should I aim to save each month for the future? What should I watch out for?,Aim to save a steady percentage of income; automate savings and review yearly. [Source: IFC],0.8125,0.6,0.70625,Chichewa,Financial Planning & Retirement
Kodi ndalama zam'manja zikuyenda bwanji poyerekeza ndi banki? Kodi ndiyenera kusamalira chiyani?,Onse akhoza kukhala otetezeka ngati mungateteze pini yanu ndi foni; Banks imatha kupereka chitetezo chokhazikika pomwe ndalama zam'magalimoto ndizosavuta. [Gwero: CGAPE],How secure is mobile money compared to a bank? What should I watch out for?,Both can be secure if you protect your PIN and phone; banks may offer deposit protection while mobile money is convenient. [Source: CGAP],0.8,0.5391304347826087,0.6695652173913044,Chichewa,Banking & Mobile Money
Kodi ndalama zochokera kumasitolo othandizira ndi chiyani? Kodi ndingachite bwanji izi zotsika mtengo?,Ndalama zimasiyana ndi opereka; Funsani wothandizira wanu kapena kuyang'ana mndandanda wamtengo musanachotse. [Gwero: banki World],What are the fees for withdrawing from agent shops? How can I do this cheaply?,Fees vary by provider; ask your agent or check the price list before you withdraw. [Source: World Bank],0.39999999999999997,0.8,0.6,Chichewa,Banking & Mobile Money
Kodi njira yabwino yosungira ndalama ndi ziti? Kodi ndiyenera kusamalira chiyani?,Khazikitsani thumba lozama: Sungani pang'ono sabata iliyonse kotero ndalama zimapezeka. [Gwero: IFID],What is the best way to save for school fees? What should I watch out for?,Set up a sinking fund: save a little each week so fees are available when due. [Source: IFAD ],0.76,0.7333333333333334,0.7466666666666667,Chichewa,Budgeting & Saving
Kodi ndalama zotsika kwambiri ndi ziti? Kodi ndiyenera kusamalira chiyani?,Zosankha zotsika kwambiri zimaphatikizapo zomangira za boma kapena ndalama zopangidwa; Chongani mwayi ndi zochepa. [Dzuwa: Chitsogozo cha banki],What are low-risk investment options for beginners? What should I watch out for?,Low-risk options include some government bonds or diversified funds; check access and minimums. [Source: Bank guidance],0.15,0.6625000000000001,0.40625000000000006,Chichewa,Investing basics
Kodi Kukongola Kubwereka Ndi Chiyani? Kodi ndiyenera kusamalira chiyani?,"Kubwereka zomwe mungabwezere, werengani mawu, ndipo pewani obwereketsa ndi malonjezo osatheka. [Zoyambitsa: IMF]",What is responsible borrowing? What should I watch out for?,"Borrow only what you can repay, read terms, and avoid lenders with unrealistic promises. [Source: IMF]",0.7333333333333334,0.9625,0.8479166666666667,Chichewa,Credit & Loans
Kodi malo ogulitsira ang'ono ayenera kukhala ndi ngongole yanji? Kodi izi zikupezeka kumidzi?,Sungani mbiri yosavuta yogulitsa komanso ndalama zolipirira kuti muwonetse ndalama zoyendera ndi kuthandizira ngongole. [Gwero: banki World],What records should small shops keep for a loan? Is this available in rural areas?,Keep simple sales and expense records to show cash flow and support loan applications. [Source: World Bank],0.39999999999999997,0.4708333333333333,0.4354166666666667,Chichewa,Small Business & Farming Finance
Kodi Ndingayambe Bwanji Bajeti Yanyumba? Kodi izi zikupezeka kumidzi?,"Pangani mndandanda wosavuta wa ndalama ndi ndalama zolipirira, ikani zinthu zofunika kwambiri nthawi zonse mukalandira ndalama. [Source: Wothandizira inshuwaransi]",How can I start a household budget? Is this available in rural areas?,"Make a simple list of income and expenses, set priorities, and save a small fixed amount every time you receive money. [Source: Insurance regulator ]",0.9076923076923077,0.711304347826087,0.8094983277591974,Chichewa,Budgeting & Saving
Kodi Maofesi Amafuna Bwanji Kuti Alimi Apeze Zachuma? Kodi ndiyenera kusamalira chiyani?,"Makamaka mamembala a Pool kuti mupeze ndalama, zopereka zambiri, komanso mitengo yabwino. [Zoyambitsa: IMF]",How can cooperatives help farmers access finance? What should I watch out for?,"Cooperatives pool members to access finance, bulk inputs, and better prices. [Source: IMF]",0.4307692307692308,0.523076923076923,0.4769230769230769,Chichewa,Small Business & Farming Finance
Ndi zikalata ziti zomwe zikufunika kuti mutsegule akaunti ya banki yoyambira? Ndani angandithandizire ndi izi?,Nthawi zambiri id ndi chitsimikizo cha adilesi; Maakaunti ang'onoang'ono amatha kuvomera zolemba zosavuta. [Zoyambitsa: Reserve banki of Malawi],What documents are needed to open a basic bank account? Who can help me with this?,Typically an ID and proof of address; smaller accounts may accept simpler documentation. [Source: Reserve Bank of Malawi],0.9625,0.8235294117647058,0.893014705882353,Chichewa,Banking & Mobile Money
Kodi kutumphuka ndi chidwi zimasokoneza bwanji ndalama zanga? Ndani angandithandizire ndi izi?,Kukwera kumachepetsa kugula mphamvu; Cholinga cha zida zosakanikirana zomwe zimatha kusamala ndi kuchuluka kwake. [Gwero: CGAPE],How do inflation and interest affect my savings? Who can help me with this?,Inflation reduces buying power; aim for a mix of instruments that can keep pace with inflation. [Source: CGAP],0.6047619047619047,0.3666666666666667,0.4857142857142857,Chichewa,Investing basics
Kodi ndiyenera kusintha mapulogalamu anga ati? Kodi ndingachite bwanji izi zotsika mtengo?,Zosintha za chitetezo patch; Khazikitsani mapulogalamu kuti musinthe zokha komwe kuli kotheka. [Dzuwa: Malangizo a Telefoni],When should I update my banking apps? How can I do this cheaply?,Updates patch security issues; set apps to update automatically where possible. [Source: Mobile operator guidance],0.3,0.72,0.51,Chichewa,Digital Financial Literacy
Kodi pulani yosavuta yopuma pantchito yanji? Ndani angandithandizire ndi izi?,Cholinga chosunga gawo lokhazikika la ndalama; Sungani ndalama ndikuwunika pachaka. [Gwero: NGO Phunziro lazachuma],What is a simple retirement saving plan for informal workers? Who can help me with this?,Aim to save a steady percentage of income; automate savings and review yearly. [Source: NGO financial education],0.4125,0.5529411764705883,0.4827205882352941,Chichewa,Financial Planning & Retirement
Ndi malamulo ati omwe amakhalapo motsutsana ndi ngongole yobisika? Kodi ndiyenera kusamalira chiyani?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: banki World]",What protections exist against hidden loan charges? What should I watch out for?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: World Bank]",0.3,0.575,0.4375,Chichewa,Consumer Protection & Fraud Awareness
Kodi malo ogulitsira ang'ono ayenera kukhala ndi ngongole yanji? Kodi ndingachite bwanji izi zotsika mtengo?,Sungani mbiri yosavuta yogulitsa komanso ndalama zolipirira kuti muwonetse ndalama zoyendera ndi kuthandizira ngongole. [Dzuwa: Malangizo a Telefoni],What records should small shops keep for a loan? How can I do this cheaply?,Keep simple sales and expense records to show cash flow and support loan applications. [Source: Mobile operator guidance],0.39999999999999997,0.21176470588235294,0.30588235294117644,Chichewa,Small Business & Farming Finance
Kodi kuli kotetezeka kuwerengera ndalama zazing'ono mu gulu losunga ndalama? Ndani angandithandizire ndi izi?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Chitsogozo cha banki]",Is it safe to invest small amounts in a savings group? Who can help me with this?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Bank guidance]",0.6941176470588235,0.5,0.5970588235294118,Chichewa,Investing basics
Kodi ndingapewe bwanji kugwa mu msampha? Ndani angandithandizire ndi izi?,"Kubwereka zomwe mungabwezere, werengani mawu, ndipo pewani obwereketsa ndi malonjezo osatheka. [Gwero: Fao]",How can I avoid falling into a debt trap? Who can help me with this?,"Borrow only what you can repay, read terms, and avoid lenders with unrealistic promises. [Source: FAO]",0.5142857142857142,0.9625,0.7383928571428571,Chichewa,Credit & Loans
Kodi ziphuphu zimagwiritsa ntchito bwanji media zothandizira kuti zisachichenje? Ndani angandithandizire ndi izi?,"Ngati atapempha ndalama zakutsogolo kapena kwanu, mwina ndi vuto; Tsimikizani kudzera munjira zovomerezeka ndipo musathamangire. [Zoyambitsa: Reserve banki of Malawi]",How do scammers use social media to commit fraud? Who can help me with this?,"If an offer asks for money up-front or personal codes, it is likely a scam; verify through official channels and do not rush. [Source: Reserve Bank of Malawi]",0.39999999999999997,0.588095238095238,0.49404761904761896,Chichewa,Fraud Prevention & Scams
Kodi ndiyenera kusintha mapulogalamu anga ati? Kodi izi zikupezeka kumidzi?,Zosintha za chitetezo patch; Khazikitsani mapulogalamu kuti musinthe zokha komwe kuli kotheka. [Gwero: Fao],When should I update my banking apps? Is this available in rural areas?,Updates patch security issues; set apps to update automatically where possible. [Source: FAO],0.32307692307692304,0.8615384615384616,0.5923076923076923,Chichewa,Digital Financial Literacy
Kodi kutumphuka ndi chidwi zimasokoneza bwanji ndalama zanga? Kodi ndiyenera kusamalira chiyani?,Kukwera kumachepetsa kugula mphamvu; Cholinga cha zida zosakanikirana zomwe zimatha kusamala ndi kuchuluka kwake. [Dzuwa: Chitsogozo cha banki banki],How do inflation and interest affect my savings? What should I watch out for?,Inflation reduces buying power; aim for a mix of instruments that can keep pace with inflation. [Source: Central Bank guidance],0.47619047619047616,0.55,0.513095238095238,Chichewa,Investing basics
Kodi simputa yanji ndi momwe mungapewere? Kodi ndiyenera kusamalira chiyani?,Lumikizanani ndi opaleshoni yanu kuti muwonjezere zowonjezera zosintha ndipo sizigawana ndi Otps kapena zikhomo. [Dzuwa: Chitsogozo cha banki banki],What is SIM swap fraud and how to avoid it? What should I watch out for?,Contact your operator to add extra checks for changes and never share OTPs or PINs. [Source: Central Bank guidance],0.32,0.7473684210526317,0.5336842105263159,Chichewa,Digital Financial Literacy
Kodi kuli kotetezeka kuwerengera ndalama zazing'ono mu gulu losunga ndalama? Kodi ndingachite bwanji izi zotsika mtengo?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: IFID]",Is it safe to invest small amounts in a savings group? How can I do this cheaply?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFAD]",0.6941176470588235,0.32,0.5070588235294118,Chichewa,Investing basics
Kodi Ndingayambe Bwanji Bajeti Yanyumba? Ndani angandithandizire ndi izi?,"Pangani mndandanda wosavuta wa ndalama ndi ndalama zolipirira, ikani zinthu zofunika kwambiri nthawi zonse mukalandira ndalama. [Dzuwa: Malangizo a Telefoni]",How can I start a household budget? Who can help me with this?,"Make a simple list of income and expenses, set priorities, and save a small fixed amount every time you receive money. [Source: Mobile operator guidance ]",0.95,0.625,0.7875,Chichewa,Budgeting & Saving
Kodi ndimatsata bwanji ndalama zazing'ono zatsiku ndi tsiku? Kodi izi zikupezeka kumidzi?,Lembani ndalama za tsiku ndi tsiku kapena gwiritsani ntchito pulogalamu yosavuta kuwona komwe ndalama zimayendera ndikudula mtengo. [Source: Wothandizira inshuwaransi],How do I track small daily expenses effectively? Is this available in rural areas?,Write down daily spending or use a simple app to see where money goes and cut avoidable costs. [Source: Insurance regulator ],0.8714285714285714,0.8363636363636364,0.8538961038961039,Chichewa,Budgeting & Saving
